id,route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
233,"Bangalore to Kalpetta (kerala)",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Seater Push Back (2+2)","2024-09-01 22:30:00","01h 25m","2024-09-01 23:55:00",4.2,700.00,41
234,"Bangalore to Kalpetta (kerala)",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo AC Seater Pushback 2+2","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",4.2,750.00,45
235,"Bangalore to Kalpetta (kerala)",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Seater Push Back (2+2)","2024-09-01 22:30:00","01h 25m","2024-09-01 23:55:00",4.2,700.00,41
236,"Bangalore to Kalpetta (kerala)",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo AC Seater Pushback 2+2","2024-09-01 22:20:00","01h 39m","2024-09-01 23:59:00",4.2,750.00,45
237,"Bangalore to Kalpetta (kerala)",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Sonia Travels","A/C Seater/Sleeper (2+1)","2024-09-01 19:30:00","03h 59m","2024-09-01 23:29:00",3.9,450.00,21
238,"Bangalore to Kalpetta (kerala)",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Sonia Travels","A/C Seater/Sleeper (2+1)","2024-09-01 21:30:00","01h 59m","2024-09-01 23:29:00",3.9,450.00,21
239,"Mysore to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 48","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 17:10:00","01h 50m","2024-09-01 19:00:00",3.8,145.00,11
240,"Mysore to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 814","Super Fast Non AC Seater (2+3)","2024-09-01 17:15:00","02h 00m","2024-09-01 19:15:00",3.6,111.00,38
241,"Mysore to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2206","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 18:40:00","01h 54m","2024-09-01 20:34:00",3.6,134.00,18
242,"Mysore to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 42","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 18:55:00","02h 30m","2024-09-01 21:25:00",3.6,145.00,19
243,"Mysore to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 1378","AC MULTI AXLE","2024-09-01 19:20:00","01h 30m","2024-09-01 20:50:00",3.6,227.00,48
244,"Mysore to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 815","Super Fast Non AC Seater (2+3)","2024-09-01 19:20:00","01h 50m","2024-09-01 21:10:00",3.6,111.00,36
245,"Mysore to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2472","Garuda Premium","2024-09-01 20:00:00","02h 00m","2024-09-01 22:00:00",3.6,1212.00,25
246,"Mysore to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 44","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 20:05:00","01h 45m","2024-09-01 21:50:00",3.6,145.00,14
247,"Mysore to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 781","Super Fast Non AC Seater (2+3)","2024-09-01 20:20:00","02h 25m","2024-09-01 22:45:00",3.6,111.00,35
248,"Mysore to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 409","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:30:00","01h 45m","2024-09-01 22:15:00",3.6,145.00,25
249,"Mysore to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 582","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:30:00","02h 10m","2024-09-01 22:40:00",3.6,129.00,12
250,"Mysore to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 1100","AC MULTI AXLE","2024-09-01 20:30:00","01h 35m","2024-09-01 22:05:00",3.6,227.00,37
251,"Mysore to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 560","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:35:00","01h 35m","2024-09-01 22:10:00",3.6,134.00,17
252,"Mysore to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 798","Super Fast Non AC Seater (2+3)","2024-09-01 20:50:00","02h 10m","2024-09-01 23:00:00",3.6,111.00,46
253,"Mysore to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 673","Super Fast Non AC Seater (2+3)","2024-09-01 21:10:00","02h 15m","2024-09-01 23:25:00",3.6,111.00,37
254,"Mysore to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 586","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 21:15:00","01h 35m","2024-09-01 22:50:00",3.6,129.00,24
255,"Mysore to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 345","Super Fast Non AC Seater (2+3)","2024-09-01 21:51:00","02h 04m","2024-09-01 23:55:00",3.6,108.00,41
256,"Mysore to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 407","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 22:00:00","01h 25m","2024-09-01 23:25:00",3.6,145.00,3
257,"Mysore to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 793","Super Fast Non AC Seater (2+3)","2024-09-01 22:05:00","01h 55m","2024-09-02 00:00:00",3.6,111.00,43
258,"Mysore to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2946","Super Fast Non AC Seater (2+3)","2024-09-01 22:15:00","02h 00m","2024-09-02 00:15:00",3.6,111.00,12
259,"Mysore to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 505","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",3.9,145.00,10
260,"Mysore to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2072","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 22:55:00","01h 35m","2024-09-02 00:30:00",3.6,145.00,7
261,"Mysore to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Sleeper (2+1)","2024-09-01 22:30:00","01h 29m","2024-09-01 23:59:00",4.2,850.00,1
262,"Mysore to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo Multi-Axle B9R A/c Semi Sleeper (2+2)","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",4.2,700.00,2
263,"Mysore to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Sleeper (2+1)","2024-09-01 22:30:00","01h 29m","2024-09-01 23:59:00",4.2,850.00,1
264,"Mysore to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo Multi-Axle B9R A/c Semi Sleeper (2+2)","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",4.2,700.00,2
265,"Mysore to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"A1 Travels","Bharat Benz A/C Sleeper (2+1)","2024-09-01 21:00:00","02h 30m","2024-09-01 23:30:00",3.2,600.00,23
266,"Mysore to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Kallada Travels (Suresh Kallada)","A/C Sleeper (2+1)","2024-09-01 20:30:00","02h 00m","2024-09-01 22:30:00",3.1,800.00,25
267,"Mysore to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Seater Push Back (2+2)","2024-09-01 22:30:00","01h 25m","2024-09-01 23:55:00",4.2,700.00,41
268,"Mysore to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo AC Seater Pushback 2+2","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",4.2,750.00,45
269,"Mysore to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Seater Push Back (2+2)","2024-09-01 22:30:00","01h 25m","2024-09-01 23:55:00",4.2,700.00,41
270,"Mysore to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo AC Seater Pushback 2+2","2024-09-01 22:20:00","01h 39m","2024-09-01 23:59:00",4.2,750.00,45
271,"Mysore to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Sonia Travels","A/C Seater/Sleeper (2+1)","2024-09-01 19:30:00","03h 59m","2024-09-01 23:29:00",3.9,450.00,21
272,"Mysore to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Sonia Travels","A/C Seater/Sleeper (2+1)","2024-09-01 21:30:00","01h 59m","2024-09-01 23:29:00",3.9,450.00,21
273,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 48","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 17:10:00","01h 50m","2024-09-01 19:00:00",3.8,145.00,11
274,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 814","Super Fast Non AC Seater (2+3)","2024-09-01 17:15:00","02h 00m","2024-09-01 19:15:00",3.6,111.00,38
275,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2206","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 18:40:00","01h 54m","2024-09-01 20:34:00",3.6,134.00,18
276,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 42","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 18:55:00","02h 30m","2024-09-01 21:25:00",3.6,145.00,19
277,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 1378","AC MULTI AXLE","2024-09-01 19:20:00","01h 30m","2024-09-01 20:50:00",3.6,227.00,48
278,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 815","Super Fast Non AC Seater (2+3)","2024-09-01 19:20:00","01h 50m","2024-09-01 21:10:00",3.6,111.00,36
279,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2472","Garuda Premium","2024-09-01 20:00:00","02h 00m","2024-09-01 22:00:00",3.6,1212.00,25
280,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 44","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 20:05:00","01h 45m","2024-09-01 21:50:00",3.6,145.00,14
281,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 781","Super Fast Non AC Seater (2+3)","2024-09-01 20:20:00","02h 25m","2024-09-01 22:45:00",3.6,111.00,35
282,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 409","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:30:00","01h 45m","2024-09-01 22:15:00",3.6,145.00,25
283,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 582","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:30:00","02h 10m","2024-09-01 22:40:00",3.6,129.00,12
284,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 1100","AC MULTI AXLE","2024-09-01 20:30:00","01h 35m","2024-09-01 22:05:00",3.6,227.00,37
285,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 560","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:35:00","01h 35m","2024-09-01 22:10:00",3.6,134.00,17
286,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 798","Super Fast Non AC Seater (2+3)","2024-09-01 20:50:00","02h 10m","2024-09-01 23:00:00",3.6,111.00,46
287,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 673","Super Fast Non AC Seater (2+3)","2024-09-01 21:10:00","02h 15m","2024-09-01 23:25:00",3.6,111.00,37
288,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 586","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 21:15:00","01h 35m","2024-09-01 22:50:00",3.6,129.00,24
289,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 345","Super Fast Non AC Seater (2+3)","2024-09-01 21:51:00","02h 04m","2024-09-01 23:55:00",3.6,108.00,41
290,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 407","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 22:00:00","01h 25m","2024-09-01 23:25:00",3.6,145.00,3
291,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 793","Super Fast Non AC Seater (2+3)","2024-09-01 22:05:00","01h 55m","2024-09-02 00:00:00",3.6,111.00,43
292,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2946","Super Fast Non AC Seater (2+3)","2024-09-01 22:15:00","02h 00m","2024-09-02 00:15:00",3.6,111.00,12
293,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 505","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",3.9,145.00,10
294,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2072","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 22:55:00","01h 35m","2024-09-02 00:30:00",3.6,145.00,7
295,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Sleeper (2+1)","2024-09-01 22:30:00","01h 29m","2024-09-01 23:59:00",4.2,850.00,1
296,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo Multi-Axle B9R A/c Semi Sleeper (2+2)","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",4.2,700.00,2
297,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Sleeper (2+1)","2024-09-01 22:30:00","01h 29m","2024-09-01 23:59:00",4.2,850.00,1
298,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo Multi-Axle B9R A/c Semi Sleeper (2+2)","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",4.2,700.00,2
299,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"A1 Travels","Bharat Benz A/C Sleeper (2+1)","2024-09-01 21:00:00","02h 30m","2024-09-01 23:30:00",3.2,600.00,23
300,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Kallada Travels (Suresh Kallada)","A/C Sleeper (2+1)","2024-09-01 20:30:00","02h 00m","2024-09-01 22:30:00",3.1,800.00,25
301,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Seater Push Back (2+2)","2024-09-01 22:30:00","01h 25m","2024-09-01 23:55:00",4.2,700.00,41
302,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo AC Seater Pushback 2+2","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",4.2,750.00,45
303,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Seater Push Back (2+2)","2024-09-01 22:30:00","01h 25m","2024-09-01 23:55:00",4.2,700.00,41
304,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo AC Seater Pushback 2+2","2024-09-01 22:20:00","01h 39m","2024-09-01 23:59:00",4.2,750.00,45
305,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Sonia Travels","A/C Seater/Sleeper (2+1)","2024-09-01 19:30:00","03h 59m","2024-09-01 23:29:00",3.9,450.00,21
306,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Sonia Travels","A/C Seater/Sleeper (2+1)","2024-09-01 21:30:00","01h 59m","2024-09-01 23:29:00",3.9,450.00,21
307,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 48","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 17:10:00","01h 50m","2024-09-01 19:00:00",3.8,145.00,11
308,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 814","Super Fast Non AC Seater (2+3)","2024-09-01 17:15:00","02h 00m","2024-09-01 19:15:00",3.6,111.00,38
309,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2206","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 18:40:00","01h 54m","2024-09-01 20:34:00",3.6,134.00,18
310,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 42","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 18:55:00","02h 30m","2024-09-01 21:25:00",3.6,145.00,19
311,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 1378","AC MULTI AXLE","2024-09-01 19:20:00","01h 30m","2024-09-01 20:50:00",3.6,227.00,48
312,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 815","Super Fast Non AC Seater (2+3)","2024-09-01 19:20:00","01h 50m","2024-09-01 21:10:00",3.6,111.00,36
313,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2472","Garuda Premium","2024-09-01 20:00:00","02h 00m","2024-09-01 22:00:00",3.6,1212.00,25
314,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 44","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 20:05:00","01h 45m","2024-09-01 21:50:00",3.6,145.00,14
315,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 781","Super Fast Non AC Seater (2+3)","2024-09-01 20:20:00","02h 25m","2024-09-01 22:45:00",3.6,111.00,35
316,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 409","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:30:00","01h 45m","2024-09-01 22:15:00",3.6,145.00,25
317,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 582","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:30:00","02h 10m","2024-09-01 22:40:00",3.6,129.00,12
318,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 1100","AC MULTI AXLE","2024-09-01 20:30:00","01h 35m","2024-09-01 22:05:00",3.6,227.00,37
319,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 560","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:35:00","01h 35m","2024-09-01 22:10:00",3.6,134.00,17
320,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 798","Super Fast Non AC Seater (2+3)","2024-09-01 20:50:00","02h 10m","2024-09-01 23:00:00",3.6,111.00,46
321,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 673","Super Fast Non AC Seater (2+3)","2024-09-01 21:10:00","02h 15m","2024-09-01 23:25:00",3.6,111.00,37
322,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 586","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 21:15:00","01h 35m","2024-09-01 22:50:00",3.6,129.00,24
323,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 345","Super Fast Non AC Seater (2+3)","2024-09-01 21:51:00","02h 04m","2024-09-01 23:55:00",3.6,108.00,41
324,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 407","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 22:00:00","01h 25m","2024-09-01 23:25:00",3.6,145.00,3
325,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 793","Super Fast Non AC Seater (2+3)","2024-09-01 22:05:00","01h 55m","2024-09-02 00:00:00",3.6,111.00,43
326,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2946","Super Fast Non AC Seater (2+3)","2024-09-01 22:15:00","02h 00m","2024-09-02 00:15:00",3.6,111.00,12
327,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 505","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",3.9,145.00,10
328,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2072","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 22:55:00","01h 35m","2024-09-02 00:30:00",3.6,145.00,7
329,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Sleeper (2+1)","2024-09-01 22:30:00","01h 29m","2024-09-01 23:59:00",4.2,850.00,1
330,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo Multi-Axle B9R A/c Semi Sleeper (2+2)","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",4.2,700.00,2
331,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Sleeper (2+1)","2024-09-01 22:30:00","01h 29m","2024-09-01 23:59:00",4.2,850.00,1
332,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo Multi-Axle B9R A/c Semi Sleeper (2+2)","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",4.2,700.00,2
333,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"A1 Travels","Bharat Benz A/C Sleeper (2+1)","2024-09-01 21:00:00","02h 30m","2024-09-01 23:30:00",3.2,600.00,23
334,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Kallada Travels (Suresh Kallada)","A/C Sleeper (2+1)","2024-09-01 20:30:00","02h 00m","2024-09-01 22:30:00",3.1,800.00,25
335,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Seater Push Back (2+2)","2024-09-01 22:30:00","01h 25m","2024-09-01 23:55:00",4.2,700.00,41
336,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo AC Seater Pushback 2+2","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",4.2,750.00,45
337,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Seater Push Back (2+2)","2024-09-01 22:30:00","01h 25m","2024-09-01 23:55:00",4.2,700.00,41
338,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo AC Seater Pushback 2+2","2024-09-01 22:20:00","01h 39m","2024-09-01 23:59:00",4.2,750.00,45
339,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Sonia Travels","A/C Seater/Sleeper (2+1)","2024-09-01 19:30:00","03h 59m","2024-09-01 23:29:00",3.9,450.00,21
340,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Sonia Travels","A/C Seater/Sleeper (2+1)","2024-09-01 21:30:00","01h 59m","2024-09-01 23:29:00",3.9,450.00,21
341,"Thiruvananthapuram to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 48","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 17:10:00","01h 50m","2024-09-01 19:00:00",3.8,145.00,11
342,"Thiruvananthapuram to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 814","Super Fast Non AC Seater (2+3)","2024-09-01 17:15:00","02h 00m","2024-09-01 19:15:00",3.6,111.00,38
343,"Thiruvananthapuram to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2206","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 18:40:00","01h 54m","2024-09-01 20:34:00",3.6,134.00,18
344,"Thiruvananthapuram to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 42","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 18:55:00","02h 30m","2024-09-01 21:25:00",3.6,145.00,19
345,"Thiruvananthapuram to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 1378","AC MULTI AXLE","2024-09-01 19:20:00","01h 30m","2024-09-01 20:50:00",3.6,227.00,48
