id,route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
121,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 793","Super Fast Non AC Seater (2+3)","2024-09-01 22:05:00","01h 55m","2024-09-02 00:00:00",3.6,111.00,43
122,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2946","Super Fast Non AC Seater (2+3)","2024-09-01 22:15:00","02h 00m","2024-09-02 00:15:00",3.6,111.00,12
123,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 505","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",3.9,145.00,10
124,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2072","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 22:55:00","01h 35m","2024-09-02 00:30:00",3.6,145.00,7
125,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Sleeper (2+1)","2024-09-01 22:30:00","01h 29m","2024-09-01 23:59:00",4.2,850.00,1
126,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo Multi-Axle B9R A/c Semi Sleeper (2+2)","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",4.2,700.00,2
127,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Sleeper (2+1)","2024-09-01 22:30:00","01h 29m","2024-09-01 23:59:00",4.2,850.00,1
128,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo Multi-Axle B9R A/c Semi Sleeper (2+2)","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",4.2,700.00,2
129,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"A1 Travels","Bharat Benz A/C Sleeper (2+1)","2024-09-01 21:00:00","02h 30m","2024-09-01 23:30:00",3.2,600.00,23
130,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Kallada Travels (Suresh Kallada)","A/C Sleeper (2+1)","2024-09-01 20:30:00","02h 00m","2024-09-01 22:30:00",3.1,800.00,25
131,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Seater Push Back (2+2)","2024-09-01 22:30:00","01h 25m","2024-09-01 23:55:00",4.2,700.00,41
132,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo AC Seater Pushback 2+2","2024-09-01 22:20:00","01h 39m","2024-09-01 23:59:00",4.2,750.00,45
133,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Seater Push Back (2+2)","2024-09-01 22:30:00","01h 25m","2024-09-01 23:55:00",4.2,700.00,41
134,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo AC Seater Pushback 2+2","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",4.2,750.00,45
135,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Sonia Travels","A/C Seater/Sleeper (2+1)","2024-09-01 21:30:00","01h 59m","2024-09-01 23:29:00",3.9,450.00,21
136,"Ernakulam to Kozhikode",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Sonia Travels","A/C Seater/Sleeper (2+1)","2024-09-01 19:30:00","03h 59m","2024-09-01 23:29:00",3.9,450.00,21
137,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 48","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 17:10:00","01h 50m","2024-09-01 19:00:00",3.8,145.00,11
138,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 814","Super Fast Non AC Seater (2+3)","2024-09-01 17:15:00","02h 00m","2024-09-01 19:15:00",3.6,111.00,38
139,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2206","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 18:40:00","01h 54m","2024-09-01 20:34:00",3.6,134.00,18
140,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 42","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 18:55:00","02h 30m","2024-09-01 21:25:00",3.6,145.00,19
141,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 815","Super Fast Non AC Seater (2+3)","2024-09-01 19:20:00","01h 50m","2024-09-01 21:10:00",3.6,111.00,36
142,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 1378","AC MULTI AXLE","2024-09-01 19:20:00","01h 30m","2024-09-01 20:50:00",3.6,227.00,48
143,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2472","Garuda Premium","2024-09-01 20:00:00","02h 00m","2024-09-01 22:00:00",3.6,1212.00,25
144,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 44","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 20:05:00","01h 45m","2024-09-01 21:50:00",3.6,145.00,14
145,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 781","Super Fast Non AC Seater (2+3)","2024-09-01 20:20:00","02h 25m","2024-09-01 22:45:00",3.6,111.00,35
146,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 409","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:30:00","01h 45m","2024-09-01 22:15:00",3.6,145.00,25
147,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 582","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:30:00","02h 10m","2024-09-01 22:40:00",3.6,129.00,12
148,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 1100","AC MULTI AXLE","2024-09-01 20:30:00","01h 35m","2024-09-01 22:05:00",3.6,227.00,37
149,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 560","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:35:00","01h 35m","2024-09-01 22:10:00",3.6,134.00,17
150,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 798","Super Fast Non AC Seater (2+3)","2024-09-01 20:50:00","02h 10m","2024-09-01 23:00:00",3.6,111.00,46
151,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 673","Super Fast Non AC Seater (2+3)","2024-09-01 21:10:00","02h 15m","2024-09-01 23:25:00",3.6,111.00,37
152,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 586","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 21:15:00","01h 35m","2024-09-01 22:50:00",3.6,129.00,24
153,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 345","Super Fast Non AC Seater (2+3)","2024-09-01 21:51:00","02h 04m","2024-09-01 23:55:00",3.6,108.00,41
154,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 407","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 22:00:00","01h 25m","2024-09-01 23:25:00",3.6,145.00,3
155,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 793","Super Fast Non AC Seater (2+3)","2024-09-01 22:05:00","01h 55m","2024-09-02 00:00:00",3.6,111.00,43
156,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2946","Super Fast Non AC Seater (2+3)","2024-09-01 22:15:00","02h 00m","2024-09-02 00:15:00",3.6,111.00,12
157,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 505","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",3.9,145.00,10
158,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2072","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 22:55:00","01h 35m","2024-09-02 00:30:00",3.6,145.00,7
159,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Sleeper (2+1)","2024-09-01 22:30:00","01h 29m","2024-09-01 23:59:00",4.2,850.00,1
160,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo Multi-Axle B9R A/c Semi Sleeper (2+2)","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",4.2,700.00,2
161,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Sleeper (2+1)","2024-09-01 22:30:00","01h 29m","2024-09-01 23:59:00",4.2,850.00,1
162,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo Multi-Axle B9R A/c Semi Sleeper (2+2)","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",4.2,700.00,2
163,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"A1 Travels","Bharat Benz A/C Sleeper (2+1)","2024-09-01 21:00:00","02h 30m","2024-09-01 23:30:00",3.2,600.00,23
164,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Kallada Travels (Suresh Kallada)","A/C Sleeper (2+1)","2024-09-01 20:30:00","02h 00m","2024-09-01 22:30:00",3.1,800.00,25
165,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Seater Push Back (2+2)","2024-09-01 22:30:00","01h 25m","2024-09-01 23:55:00",4.2,700.00,41
166,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo AC Seater Pushback 2+2","2024-09-01 22:20:00","01h 39m","2024-09-01 23:59:00",4.2,750.00,45
167,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Seater Push Back (2+2)","2024-09-01 22:30:00","01h 25m","2024-09-01 23:55:00",4.2,700.00,41
168,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo AC Seater Pushback 2+2","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",4.2,750.00,45
169,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Sonia Travels","A/C Seater/Sleeper (2+1)","2024-09-01 21:30:00","01h 59m","2024-09-01 23:29:00",3.9,450.00,21
170,"Kozhikode to Mysore",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Sonia Travels","A/C Seater/Sleeper (2+1)","2024-09-01 19:30:00","03h 59m","2024-09-01 23:29:00",3.9,450.00,21
171,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 48","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 17:10:00","01h 50m","2024-09-01 19:00:00",3.8,145.00,11
172,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 814","Super Fast Non AC Seater (2+3)","2024-09-01 17:15:00","02h 00m","2024-09-01 19:15:00",3.6,111.00,38
173,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2206","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 18:40:00","01h 54m","2024-09-01 20:34:00",3.6,134.00,18
174,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 42","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 18:55:00","02h 30m","2024-09-01 21:25:00",3.6,145.00,19
175,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 1378","AC MULTI AXLE","2024-09-01 19:20:00","01h 30m","2024-09-01 20:50:00",3.6,227.00,48
176,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 815","Super Fast Non AC Seater (2+3)","2024-09-01 19:20:00","01h 50m","2024-09-01 21:10:00",3.6,111.00,36
177,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2472","Garuda Premium","2024-09-01 20:00:00","02h 00m","2024-09-01 22:00:00",3.6,1212.00,25
178,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 44","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 20:05:00","01h 45m","2024-09-01 21:50:00",3.6,145.00,14
179,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 781","Super Fast Non AC Seater (2+3)","2024-09-01 20:20:00","02h 25m","2024-09-01 22:45:00",3.6,111.00,35
180,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 409","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:30:00","01h 45m","2024-09-01 22:15:00",3.6,145.00,25
181,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 582","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:30:00","02h 10m","2024-09-01 22:40:00",3.6,129.00,12
182,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 1100","AC MULTI AXLE","2024-09-01 20:30:00","01h 35m","2024-09-01 22:05:00",3.6,227.00,37
183,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 560","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:35:00","01h 35m","2024-09-01 22:10:00",3.6,134.00,17
184,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 798","Super Fast Non AC Seater (2+3)","2024-09-01 20:50:00","02h 10m","2024-09-01 23:00:00",3.6,111.00,46
185,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 673","Super Fast Non AC Seater (2+3)","2024-09-01 21:10:00","02h 15m","2024-09-01 23:25:00",3.6,111.00,37
186,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 586","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 21:15:00","01h 35m","2024-09-01 22:50:00",3.6,129.00,24
187,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 345","Super Fast Non AC Seater (2+3)","2024-09-01 21:51:00","02h 04m","2024-09-01 23:55:00",3.6,108.00,41
188,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 407","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 22:00:00","01h 25m","2024-09-01 23:25:00",3.6,145.00,3
189,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 793","Super Fast Non AC Seater (2+3)","2024-09-01 22:05:00","01h 55m","2024-09-02 00:00:00",3.6,111.00,43
190,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2946","Super Fast Non AC Seater (2+3)","2024-09-01 22:15:00","02h 00m","2024-09-02 00:15:00",3.6,111.00,12
191,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 505","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",3.9,145.00,10
192,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2072","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 22:55:00","01h 35m","2024-09-02 00:30:00",3.6,145.00,7
193,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Sleeper (2+1)","2024-09-01 22:30:00","01h 29m","2024-09-01 23:59:00",4.2,850.00,1
194,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo Multi-Axle B9R A/c Semi Sleeper (2+2)","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",4.2,700.00,2
195,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Sleeper (2+1)","2024-09-01 22:30:00","01h 29m","2024-09-01 23:59:00",4.2,850.00,1
196,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo Multi-Axle B9R A/c Semi Sleeper (2+2)","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",4.2,700.00,2
197,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"A1 Travels","Bharat Benz A/C Sleeper (2+1)","2024-09-01 21:00:00","02h 30m","2024-09-01 23:30:00",3.2,600.00,23
198,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Kallada Travels (Suresh Kallada)","A/C Sleeper (2+1)","2024-09-01 20:30:00","02h 00m","2024-09-01 22:30:00",3.1,800.00,25
199,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Seater Push Back (2+2)","2024-09-01 22:30:00","01h 25m","2024-09-01 23:55:00",4.2,700.00,41
200,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo AC Seater Pushback 2+2","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",4.2,750.00,45
201,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Seater Push Back (2+2)","2024-09-01 22:30:00","01h 25m","2024-09-01 23:55:00",4.2,700.00,41
202,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo AC Seater Pushback 2+2","2024-09-01 22:20:00","01h 39m","2024-09-01 23:59:00",4.2,750.00,45
203,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Sonia Travels","A/C Seater/Sleeper (2+1)","2024-09-01 19:30:00","03h 59m","2024-09-01 23:29:00",3.9,450.00,21
204,"Kozhikode to Thiruvananthapuram",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Sonia Travels","A/C Seater/Sleeper (2+1)","2024-09-01 21:30:00","01h 59m","2024-09-01 23:29:00",3.9,450.00,21
205,"Bangalore to Kalpetta (kerala)",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 48","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 17:10:00","01h 50m","2024-09-01 19:00:00",3.8,145.00,11
206,"Bangalore to Kalpetta (kerala)",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 814","Super Fast Non AC Seater (2+3)","2024-09-01 17:15:00","02h 00m","2024-09-01 19:15:00",3.6,111.00,38
207,"Bangalore to Kalpetta (kerala)",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2206","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 18:40:00","01h 54m","2024-09-01 20:34:00",3.6,134.00,18
208,"Bangalore to Kalpetta (kerala)",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 42","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 18:55:00","02h 30m","2024-09-01 21:25:00",3.6,145.00,19
209,"Bangalore to Kalpetta (kerala)",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 1378","AC MULTI AXLE","2024-09-01 19:20:00","01h 30m","2024-09-01 20:50:00",3.6,227.00,48
210,"Bangalore to Kalpetta (kerala)",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 815","Super Fast Non AC Seater (2+3)","2024-09-01 19:20:00","01h 50m","2024-09-01 21:10:00",3.6,111.00,36
211,"Bangalore to Kalpetta (kerala)",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2472","Garuda Premium","2024-09-01 20:00:00","02h 00m","2024-09-01 22:00:00",3.6,1212.00,25
212,"Bangalore to Kalpetta (kerala)",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 44","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 20:05:00","01h 45m","2024-09-01 21:50:00",3.6,145.00,14
213,"Bangalore to Kalpetta (kerala)",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 781","Super Fast Non AC Seater (2+3)","2024-09-01 20:20:00","02h 25m","2024-09-01 22:45:00",3.6,111.00,35
214,"Bangalore to Kalpetta (kerala)",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 409","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:30:00","01h 45m","2024-09-01 22:15:00",3.6,145.00,25
215,"Bangalore to Kalpetta (kerala)",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 582","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:30:00","02h 10m","2024-09-01 22:40:00",3.6,129.00,12
216,"Bangalore to Kalpetta (kerala)",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 1100","AC MULTI AXLE","2024-09-01 20:30:00","01h 35m","2024-09-01 22:05:00",3.6,227.00,37
217,"Bangalore to Kalpetta (kerala)",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 560","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:35:00","01h 35m","2024-09-01 22:10:00",3.6,134.00,17
218,"Bangalore to Kalpetta (kerala)",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 798","Super Fast Non AC Seater (2+3)","2024-09-01 20:50:00","02h 10m","2024-09-01 23:00:00",3.6,111.00,46
219,"Bangalore to Kalpetta (kerala)",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 673","Super Fast Non AC Seater (2+3)","2024-09-01 21:10:00","02h 15m","2024-09-01 23:25:00",3.6,111.00,37
220,"Bangalore to Kalpetta (kerala)",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 586","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 21:15:00","01h 35m","2024-09-01 22:50:00",3.6,129.00,24
221,"Bangalore to Kalpetta (kerala)",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 345","Super Fast Non AC Seater (2+3)","2024-09-01 21:51:00","02h 04m","2024-09-01 23:55:00",3.6,108.00,41
222,"Bangalore to Kalpetta (kerala)",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 407","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 22:00:00","01h 25m","2024-09-01 23:25:00",3.6,145.00,3
223,"Bangalore to Kalpetta (kerala)",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 793","Super Fast Non AC Seater (2+3)","2024-09-01 22:05:00","01h 55m","2024-09-02 00:00:00",3.6,111.00,43
224,"Bangalore to Kalpetta (kerala)",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2946","Super Fast Non AC Seater (2+3)","2024-09-01 22:15:00","02h 00m","2024-09-02 00:15:00",3.6,111.00,12
225,"Bangalore to Kalpetta (kerala)",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 505","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",3.9,145.00,10
226,"Bangalore to Kalpetta (kerala)",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"KSRTC (Kerala) - 2072","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 22:55:00","01h 35m","2024-09-02 00:30:00",3.6,145.00,7
227,"Bangalore to Kalpetta (kerala)",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Sleeper (2+1)","2024-09-01 22:30:00","01h 29m","2024-09-01 23:59:00",4.2,850.00,1
228,"Bangalore to Kalpetta (kerala)",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo Multi-Axle B9R A/c Semi Sleeper (2+2)","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",4.2,700.00,2
229,"Bangalore to Kalpetta (kerala)",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","A/C Sleeper (2+1)","2024-09-01 22:30:00","01h 29m","2024-09-01 23:59:00",4.2,850.00,1
230,"Bangalore to Kalpetta (kerala)",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Cochin Express","Volvo Multi-Axle B9R A/c Semi Sleeper (2+2)","2024-09-01 22:25:00","01h 34m","2024-09-01 23:59:00",4.2,700.00,2
231,"Bangalore to Kalpetta (kerala)",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"A1 Travels","Bharat Benz A/C Sleeper (2+1)","2024-09-01 21:00:00","02h 30m","2024-09-01 23:30:00",3.2,600.00,23
232,"Bangalore to Kalpetta (kerala)",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,"Kallada Travels (Suresh Kallada)","A/C Sleeper (2+1)","2024-09-01 20:30:00","02h 00m","2024-09-01 22:30:00",3.1,800.00,25
